id,kood,nimi,markus,sort,tase,jrk
1300,011004016,Peiu süda teadmata,"Peiu süda teadmata: VK VII 118, VK XI 276, ERlA 2303; Poisi süda teadmata – VK V 215. ERlA: üle maa tuntud laulutüüp, noteeritud hõredalt vt. tüüp 2149 («Neiu süda teadmata»), otseselt seotud (sama tüübi eriarengud).",2,3,
1301,011001007,Kes arvab Hansu meheks,Vanasõnalaadne motiiv,2,3,
1302,012025017,Pühkmed karjaaeda,"ERlA 2889,saartel (eriti Kihelkonnas) populaarne, mandril haruldasem. Vrd. 999 («Merepühkimine»). Komme: lauldud pulmade lõpul (või veimede jagamise ajal), siis anti noorikule (kohati ka pere-emale) luud kätte ja ta hakkas tuba pühkima. Pulmalised viskasid pühkmete sekka raha. Pühkmed pühi",2,3,
1303,007003034,Peretütre ja vaeslapse kangas,"ERLa 1653, võrdlemisi haruldane. Kahepoolse (peretütar ja vaeslaps) arenduse kõrval esineb ka ühepoolset, mis kõneleb peretütre laiskusest. Vrd. lauludega 919, 914 jt.",2,3,
1304,006011045,Parem karjas kui kütisel,"ERlA 686, haruldane",2,3,
1305,006011016,Karjane tuleb koju,"ERlA 681, eP tuntud; tihedalt seotud laulutüübiga 885 («Pudrukeetmine»), erinevus pigem redaktsiooniline. Liitub sageli lauluga 679.",2,3,
1306,006011026,Karjaste kuningas,"KERlA 684, haruldane. Karjaste kuningast on ainult üksikuid teateid eP-st (Jõhvist)",2,3,
1307,006009047,Piimal palju peret,"ERlA 859, lauluna esineb peamiselt eL, motiivina laiemalt tuntud, esinedes väga mitme lüpsilaulu päris stabiilse osana. Liitub eriti sageli lauluga 869. Tekst 1817 — võrdlemisi tüübikauge teisend. Vt. ka järgmist laulu.",2,3,
1308,003009005,Head härjad,"VK VI 84. Head härjad: *Lg. 203; *Ant. II 1, 841; ERlA 841, peamiselt eP tuntud. Teisendeid on noteeritud vähe. Kuulub rühma \""Puutööd\"".",2,3,
1309,006003014,"Vikat niidab, ma vilistan","ERlA 707, tuntud üle maa, eriti aga eP, kuid teisendeid on noteeritud hõredalt. Liitub mitmeti ja kergesti (714, 711 jt.). Sama laul mis 1032.",2,3,
1310,006003009,Niidan - mets kajab,"ERlA 710, haruldane (kas mitte laulu 68 «Metsamurd» eeskujul loodud).",2,3,
1312,015003017,Villasõnad,"ERlA 3249, noteeringuid on hõredalt, ent üle maa. Lausutud lamba esmakordsel pügamisel~niitmisel.",2,3,
1313,001001002,"Au-, sõja- ja kooluhein","LA I, nr 14",2,3,
1314,001001001,Arbijalaul,"LA I, nr 13",2,3,
1315,006005018,Lõikusaeg,"ERlA 742, peamiselt eP tuntud. Sellest tüübist on lähtunud eriredaktsioonina 792 («Tõtake!»). Puhtalt esineb siiski harvemini kui laulutüüpide 346 («Pühad möödas»), 399 («Jaanipäev möödas») ja 460 («Kiigeaeg möödas») orgaanilise osana. Vt. ka H. Ernesaks, Lõikus eesti rahvaluu",2,3,
1316,007003008,Heinast eideke,"ERlA 1613, leitud eP, iseseisva lauluna haruldane. Puhuti seoses lauludega 1601 («Ema haual»), 1619 («Tuule arm») ja 1808 («Pole isa olnudki»).",2,3,
1317,006003012,Tüdrukud teevad heina,"ERlA 716, juhuslik, kontaminatsiooniline tüüp, lähtunud lauludest 1733 ja 714.",2,3,
1318,006003003,Heinateolaul - AJUTINE,,2,3,
1319,006003004,Kellele teeme heinu?,"ERlA 715, tuntud üle maa, ent hõredalt. Saartel ei esine. Liitub mitmeti (707, 53 jne.).",2,3,
1320,006003008,Lööme maha lõikeheina,"ERlA 709, lokaalne, Tarvastus tuntud laulutüüp. Tekst 1509 tundub «kohendatud» olevat.",2,3,
1321,006005041,Tänu kuiva ilma eest,"ERlA 798, tuntud üle maa (erandiks on Lääne-Eesti). Sama laul esineb ka looduslaulude peatükis (vt. 163). Ligidane laulule 788. Vrd. ka 797. eL liitub sageli lauluga 794 («Kuulus kuhelikulooja»).",2,3,
1322,006004010,"Köe küpseks, kütismaake!","ERlA 717, haruldane; loitsulaadne.",2,3,
1323,006004003,Halvad künnimaad,"ERlA 728, eP noteeritud üksikud teisendid. Sellise arendusena haruldane, väga populaarne aga põhimotiivina laulus 1413 («Kubjas ja teomees») ja üldse lauludes, kus on juttu kündmisest mõisa põllul.",2,3,
1324,006004016,Kütisetegijad,"ERlA 718, lokaalselt populaarne. Nõos tuttav laulutüüp.",2,3,
1325,006004021,Oleksin kütisetegija,"ERlA 719, haruldane",2,3,
1326,006004023,Parmud härja kallal,"ERlA 724, üksikud teisendid on noteeritud laialt alalt.",2,3,
1327,006004004,Härjad künnavad raha,"ERlA 725, haruldane.",2,3,
1328,006004020,Neiud kündmas,"ERlA 733, eP tuntud",2,3,
1329,006004022,Orus pole odrad ilusad,"ERlA 740, haruldane. Vrd. 173 («Vili võetud»).",2,3,
1330,003009037,Härjad ootavad pühi,"ERlA 318, tuntud üle maa, levikukeskus näib olevat eL. Liitub peamiselt lauludega rühmas «Kubjas ja teomees», liitumised enam-vähem juhuslikku laadi.",2,3,
1331,003009014,Hobu ja härja tüli,"ERlA 315, eP populaarne. Kumbki pool antiteetilisest laulust esineb ka omaette (üksinda siiski harva). Vrd. lauludega 190 («Odra ja kaera tüli») ning 852 («Ree ja vankri riid»). Naljalaul.",2,3,
1332,006004019,Märjad maad,"ERlA 727, haruldane. Motiivina esineb künnilauludes ja orjuslauludes.",2,3,
1333,010001007,Isa härjad toitnud,"ERlA 1823. Kes toidab: selle all kaks eri laulu (~ arendust), mis on sõnastuselt väga ligidased, sisult otse vastupidised. Mõlemad erinevad ka funktsioonilt — üks on lapsepõlve ülistus, teine vaeslapselaul. A. Isa härjad toitnud — tuntud üle maa, noteeritud aga hõredalt, laul kasutusel ",2,3,
1334,006004005,Härjad väsinud,"ERlA 723, haruldane, motiivina esineb laulu 38 («Härjad murtud») sissejuhatava osana. Vrd. 721.",2,3,
1335,003009029,Hunt ja kits,"ERlA 266, tuntud üle Eesti, eriti Põhja-Eestis. Siin orgaaniliselt asuv motiiv «Kolmed kingad» esineb ka teistes tüüpides, näit. 227 («Käopojad puues»), 2330 («Petis peiu»), 2331 («Tule mulle»).",2,3,
1336,003009033,Hunt luurab hobust,"ERlA 263, Lõuna-Eestis esineb. Haruldane.",2,3,
1337,003009027,Hunt ja jänes,"ERlA 260, esimene pool levinud ka iseseisva lauluna 255 («Vana hunt»). Teine pool haruldasem. Koos esinevad harva.",2,3,
1338,003009032,Hunt kukele,"ERlA 264, lauluna peamiselt eL noteeritud. Esineb aga üle maa populaarse loomajutuna (~ naljandina). Mj ""Hunt aia taga"" (Kippar 106B)",2,3,
1339,003009023,Hull hunt,"ERlA 261, ühekordne üleskirjutus.",2,3,
1340,003009034,Hunt pojale,"ERlA 262, Kagu-Eestist mõned tekstid noteeritud, haruldasepoolne.",2,3,
1341,011006017,Kas on hulgas oma,"ERlA 2144. Kas on hulgas oma: eP noteeritud mõned teisendid, kontaminatsiooniline arendus, vrd. näit. 

2108 («Pruudiotsija»). Aga see on poiste kohta",2,3,
1342,003009010,Hiir kassile,"ERlA 273, juhuslikud. Improvisatsioonilised arendused, kus põhimotiiviks sageli tüübist 272 laenatud «kus mu kuus kulda poega...». Esineb kord meelitusena, kord parastusena. Ka laulu 296 lõpus sageli. On lastelaul (vrd. 274).",2,3,
1343,003009011,Hiir nuttis,"ERlA 272, sellisena esineb Lääne- ja Lõuna-Eestis (Mulgimaal). Tavaliselt liitub laulu 296 («Kass kaevus») lõppu. Vt. ka laul 273. Funktsionaalselt lastelaul.",2,3,
1344,003009053,Keda tapan?,"ERlA 337, tuttav Lõuna-Eestis. Taigu- ja pulmalauluna kasutatud. Vrd. 342.",2,3,
1345,003006002,Mõistatus loomadest,,2,3,
1346,003009035,Härg ei luika lusti pärast,"ERlA 317, haruldane.",2,3,
1347,017002025,Määramata,,2,3,
1348,007003010,Isa loomad võõraste käes,"ERlA 1624, võrdlemisi väheste variantidega esindatud, sisult ja sõnastuselt väga kindlapiiriline põhja-eestiline laulutüüp (üksikuid variante ka lõuna poolt: Kod, Vas). Esineb liitunult mõnede teiste vaeslapselauludega, nagu 1591 («Vara vaeslapseks»), 1594 («Ära suri suuri kuuski») ja",2,3,
1349,003009050,Kassi meelitus,"ERlA 274, haruldasepoolne, teisendeid noteeritud üle maa, kuid hõredalt (levinud ka kirjanduse vahendusel, K. E. Söödi ümbertöötlusena). Vt. ka 273 ja 1271. Lastelauluna tuttav.",2,3,
1350,014002001,Kassilaul,"ERlA 3154, tuttav üle maa. Lauldud last hõljutades. Pole hällilaul, vaid liikumislaul. Registrites tuntakse laulu ka loodushäälendina.",2,3,
1351,006009027,Küllap hiired heietavad,"ERlA 909, eP tuntud. Funktsioonilt pilkelaul. Liitub mõnikord laulu 907 («Laisk ketraja») lõppu.",2,3,
1352,003009051,Kassipojad põlenud,"ERlA 297, esineb Lääne-Eestis. Jämedakoeline nali.",2,3,
1353,005006008,Kassinahast kasukas,"ERlA 932, tuttav üle maa, ent teisendeid on noteeritud hõredalt. Tegelikult püsiv, kontaminatsiooniline arendus lauludest 1158 (vt. tekst  2359) ja 2125 («Ratassäng») või 3177 («Tee mulle saan»). Seotud nimesõimuga. Sageli liitub laulu 296 («Kass kaevus») lõppu. Vrd. lauluga 270 («Mis ",2,3,
1354,003009101,Perenaine peksis kassi,"ERlA 294, esineb Kesk-Eestis, kuid üleskirjutusi on vähe. Populaarsem on sissejuhatava motiivina laulus «Kass kaevus» (296).",2,3,
1355,015003009,Karusõnad,"ERlA 3246, spetsiaalseid karusõnu on noteeritud harva. Karu vastu sõnuti analoogiliste lausumistega kui hundigi vastu.",2,3,
1356,003009022,"Hommikul vees, õhtul katlas","ERlA 283, : eP tuntud, paralleel (või redaktsioon) laulule 234 (Lõunal lepikus, õhtul katlas).",2,3,
1357,003009066,Kukk ja kana,"ERlA 284, tuntud peamiselt eL, üleskirjutusi vähe. Sageli seotud nn. looja kuke-kana kiremisega. ",2,3,
1362,003009004,Ei või tappa kukekest,"ERlA 287, tuntud eP. Esimene pool laulust («Tõusen kuketagi») esineb mõnikord ka iseseisvalt, eriti pulmalauludes (mõrsja kiitustes) motiivina tuntud (vt. 2729 «Mini kuuleb kuketagi»). Vrd. ka 244. ",2,3,
1363,003009100,Part,"ERlA 289, juhuslik arendus (ainukordne tekst).",2,3,
1364,006008034,Luust laev,"ERlA 1003, üle maa tuttav; paralleel (või redaktsioon) laulule 1002. Samuti seotud lauludega 2169 ja 2067. Liitub ka lauludega 1004 ja 1006.",2,3,
1365,006008013,Kalajärv,ERlA 978 eL tuntud. Enamasti seotud koduküla kiitusega. Vt. 979. Liitub 990 («Kala kutsub noodale»).,2,3,
1366,006008025,"Kuulen, kunas kalad koevad","ERlA 984, tuntud eL, teisendeid on noteeritud hõredalt; populaarsem motiivina (näit. 475 «Laevamäng», 34 «Veetooja» ning mujalgi).",2,3,
1367,006008021,Kuhu kudema?,"ERlA 985, juhuslik arendus",2,3,
1368,006008011,Kalad kodu kudevad,"ERlA 993, haruldane, juhuslik improvisatsioon (lähtunud laulust 1775?)",2,3,
1369,006008018,Kaubalaev,"ERlA 1005, tuntud üle maa. Liitub kergesti teiste meresõidu-lauludega (981, 1003, 1004). Liitub peaaegu alati stabiilse osana laulule 1056 («Neiu linn»). Vrd. 475 («Laevamäng»). Esineb motiivina ka pulmalauludes (vt. 2824).",2,3,
1370,006008032,Liivast laev,"ERlA 1002, Peamiselt Edela-Eestis tuntud, ulatub ka Mulgimaale. Lähtub ilmsesti laulust 1001. On enamasti seotud mitmesuguste kosjateemaliste lauludega (2169 «Vahelt vaene», 2067 «Odav neiukaup»). Meestelaul.",2,3,
1371,006008030,Laev Riia all,"ERlA 1006, lauluna haruldane; motiivina esineb mitmel pool (eriti 1004). Sellisena kuulub tüpoloogiliselt ühte teiste «Arvati sõjaks» lauludega, nagu

«Arg laulik» D-red., 1016 («Jahimees arvati sõjaks»), 1070 («Mõeldi sõda sõitvat»), 2042 («Neiuhulk nagu sõda») ja 2377 («Pole sõ",2,3,
1372,006008020,Kolm laeva,"ERlA 1008, haruldane, eP noteeritud mõned tekstid. Ülesehituselt vrd. 195 («Kolm metsa»).",2,3,
1373,006008029,Laevasõit,"ERlA 1004,tuttav üle Eesti. Stabiilselt liitub siia sissejuhatava osana 1001. Väga harva esineb puhtalt, enamasti ikka liidab enesega motiive (või terveid laule) tüüpidest 33 («Laevapuu»), 195 («Kolm metsa»), 960 («Meremees»), 968 («Meri tõuseb tormama»), 1005 («Kaubalaev»), 2169 («",2,3,
1374,006008037,Lähme laeva lappima,"ERlA 1001, lauluna haruldane, motiivina aga populaarne, stabiilselt liitunud mõnikord lauluga 33 («Laevapuu») ja peaaegu alati lauluga 1004 («Laevasõit»). Seotud ka lauludega 1002 ja 1003 (ühe tüübi eriarendused). Lõpp (värsid 11—16) ilmsesti üleskirjutaja (H. Krickman) enese lisandus.",2,3,
1375,006008006,Hukkunud laeva kaebus,"ERlA 1011, haruldane.",2,3,
1376,006008028,Laevasepp,"ERlA 1000, haruldane, vististi laulust 1004 («Laevasõit») lähtunud improvisatsioon.",2,3,
1377,009001003,Hakkab hale tulema,"ERlA 1730, Kesk- ja Lõuna-Eestis tuntud. Aluseks ja eeskujuks olnud üldlaadiline regivärsiline lahkumislaul (vt. 2653), mis mõningate lisandustega kohandatud nekrutilaulu sisu ja meeleoluga.",2,3,
1378,006008026,Laevad sõidavad õue alla,"ERlA 981, peamiselt eL tuntud; tüpoloogiliselt seotud lauluga 1769 (eriarendus). Puhuti liitub lauluga 980. Ühiseid motiive lauludega 1005 («Kaubalaev») ja 1056 («Neiu linn»). Enamasti seotud oma küla kiitusega. Laadilt näikse olevat juhuslik.",2,3,
1379,011006040,Laevaga kosja,,2,3,
1380,006008016,Kalapüük,,2,3,
1381,015003004,Kalapüügisõnad,"ERlA 3254, haruldane (kui tekst poleks Viljandist, võiks arvata, et lokaalne); võimalik, et kasutusel Võrtsjärve kalurite poolt. Näikse olevat lähtunud rändsüžeest «Kalajõgi» (vt. 281, samuti 75, 559, 420 jt.).",2,3,
1382,006008014,Kala kutsub noodale,"ERlA 990, lauluna esineb eL, motiivina on laiemalt tuntud,. eriti Peipsi ümbruses. Liitub mitmeti, eriti 978 («Kalajärv»), 1774 («Mida keegi kiidab»). Vrd. 991 («Lähme kiisku kiskuma») ja 992 («Lõhe ootab lõhkujaid»).",2,3,
1383,006008038,Lükkan teise mehe meresse,"ERlA 977, tuntud kõikjal rannikualadel, ainult saartel haruldane. Puhuti liitub lauluga 282 («Täid kaladeks»).",2,3,
1384,006008041,Mees salakaubavedaja,"ERlA 975, Salakaubana toodi peamiselt Rootsist soola. Eriti tuntud julgete salakaubavedajatena olid saarlased ja hiidlased. Tõelist julgust ja osavust nõudis salakaubavedamine Krimmi sõja ajal, millal lisaks piirivalvele tuli läbida Inglise laevastik, kes blokeeris Vene randa.",2,3,
1385,008005020,Pere küsib süüa,"ERlA 1508, eL, eelkõige Mulgimaal tuntud. Seoses laialt levinud laisa perenaise teemaga. Traditsiooniliseks lõpumotiiviks on «Kala kõneleb», vt, näit. laulus 10 («Kalaneitsi»). Vt. ka 971.",2,3,
1386,003009045,Kalad vees,"ERlA 280, juhuslik, arendus, lähtunud tüübist 281 («Kalajõgi»).",2,3,
1387,006008012,Kalad müügiks müüril,"LA I, nr 85.",2,3,
1388,006008040,Mees on kalamees,"ERlA 974, haruldane, juhuslik improvisatsioon. Motiiv «Teaksin ees minema» esineb muudeski ühendustes, rändmotiivina populaarne armastuslauludes (näit. tüübis 2236).",2,3,
1389,006008066,Rannaelu,"ERlA 969, põhjarannikul tuntud, kontaminatsiooniline arendus; alati koos motiiviga laulust 235 («Karjusid kajakad»), puhuti ka 968. Sageli liitub pulmalauludega või armastuslauludega (õpetuslaulud neiule ~ mõrsjale: kellele minna ja kellele mitte). Vrd. lauluga 1782 («Rannas lindude kisa»), ",2,3,
1390,006008019,Kaugele kalale,"ERlA 994, eriti Harju rannikul tuntud (Jõe, Kuu). Motiiv «Siiad suured, lõhed laiad» on tuntud mujalgi; rändmotiiviks muutunud, algselt vististi esineb laulus 281 («Kalajõgi»).",2,3,
1391,006008036,Lähme kiisku kiskuma!,"ERlA 991, eL tuntud, ulatub sporaadiliselt ka Põhja-Eestisse. Populaarne laul. Paralleeltüüp laulule 990.",2,3,
1392,006008063,Pühal püüdma,"LA I,nr 84",2,3,
1393,003009121,Tikalaul,,2,3,
1394,006008056,Mõrrad mõisa poole,"ERlA 987, tuntud üle maa, populaarne laul. Liitub mitmeti; puhuti moodustab laulu 296 («Kass kaevus») sissejuhatuse; puhuti liitub siia lõppu 1423 («Sundijale meelehead»), ka lauluga 1064 («Imemaa») liitub mõnikord.",2,3,
1398,003009132,Vares - ÜLD,,2,3,
1399,003009131,Vares toob surmasõnumid,,2,3,
1400,014004016,"Vares, vaga linnuke","ERlA 3181, üle-eestiliselt tuntud. Levinud ka kirjalike allikate vahendusel. Kasutatud tantsulauluna ja ringmängulauluna. Puhuti liitub laulule 1271 («Rikka härg ja vaese vares»)",2,3,
1402,003009117,Teder,"ERlA 233, Teder: üksik üleskirjutus, juhuslik laul.",2,3,
1405,006008005,Hea jahikoer,"ERlA 1022, tüpoloogiliselt kuulub ühte lauluga 290 «Hea koer». Esineb peamiselt Kesk- ja Lõuna-Eestis. Liitub lauludega 268 ja 514.",2,3,
1406,003009044,Kaks koera,,2,3,
1407,012035001,Keelake haukumast,"ERlA 2897, eP tuntud, põimub lauludega 2898 ja 2900 (vt. ka 291 «Koertele»). Sisult ligidane laulule 1147 («Lõpeta tüli toast!»). Vrd. ka 2910.",2,3,
1408,011001048,Susi söögu koer,"ERlA 1974, esineb peamiselt Põhja-Eesti lääneosas (ka saartel). Võib puhuti liituda motiivina looduslauludele (laulud hundist, vt. 255 jj.). Vrd. järgmise lauluga (vististi siit lähtunud). Koer oli ööhulkujate ja ehalkäijate peamiseks vastaseks. See on andnud ainet mõnele riimiliselegi lau",2,3,
1409,003009060,Koer - ÜLD,,2,3,
1410,005001009,Koeramäng,,2,3,
1411,015004030,Sõnad koera hammustamise vastu,"ERlA 3261, haruldane, leitud vaid üksikuid noteeringuid.",2,3,
1412,003009057,Koerad lehma murdnud,"ERlA 293, haruldane, juhuslik arendus.",2,3,
1413,003009059,Koertele,"ERlA 291, üksikuid teisendeid kirja pandud Mulgimaalt. Näikse olevat lähtunud laulust 278 («Põdratapja»), fragment sellest. Vrd. 2897.",2,3,
1414,014004006,Koer kõrvas,"ERlA 3188, saartel tuntud. On kasutatud lastekiigutamislauluna, aga ka pilke ja mõnitusena lapselt lapsele.",2,3,
1415,003009099,Oma ja küla koerad,"ERlA 292, tuntud üle maa, ent üleskirjutusi pole just arvukalt. Pole kasutatud mitte ainult looduslauluna, vaid ka haugutusena ~ sõimuna eeskätt pulmades (ja sellisena võib-olla peamiselt, vt. tekst 870). Vrd. laulutüübiga 122 («Lauliku sõim»), tekstidega 330, 331, 332 ja lauluga 2899 (tü",2,3,
1416,008003016,Koertetapja kohtus,"ERlA 1495, haruldane: Vrd. 1704.",2,3,
1417,011003011,Koerad kosilaste vastu,,2,3,
1418,010001013,"Kodust mööda, koerad ei haugu",,2,3,
1419,010001014,Koer haugub vargaid,,2,3,
1420,008002019,Orjal koerapõli,"ERlA 1285, haruldane, motiivina teistes orjuselauludes tuntum.",2,3,
1421,010001028,Mida keegi kiidab,"ERlA 1774, : tuntud Mulgimaal (eriti Paistus). Tavaline on lühike, poolhumoristlik, poolkibe lauluke (vt. tekst 3699), millele puhuti liitub oma küla ülistus. Vrd. lauludega 181 («Regi kiidab uuta lunda»), 308 («Kiidan teohobust») 323 («Kiidame kitse») ja 2113 («Kes mida tahab»). Mõnikor",2,3,
1422,006008033,Linnukütt,"ERlA 1024, haruldane",2,3,
1423,008003015,Koertetapja,,2,3,
1424,003009061,Kolm koera,,2,3,
1425,010001015,Koer-kass ootavad koju,"ERlA 1791, eP tuntud, populaarne, ulatub ka Viljandimaale. Liitub tüübiga 1792, kasutatud sageli karjaselauluna (vt. 675 «Kanast ootavad kodus muud tööd»). Vrd. 249 («Mesilane ootab koju»). Siit vististi lähtunud ka 2744.",2,3,
1426,003009103,Pulli hääl,"ERlA 316, haruldasepoolne. Vrd. lauluga 514 («Pilli hääl»), võib-olla selle analoogial loodud.",2,3,
1427,011001027,Otsin vallast vastaseid,"ERlA 1928, eP esineb, tuntum motiivina kui omaette lauluna. Liitub eriti lauluga 1926 («Mehed kui metsapullid»).",2,3,
1428,006012004,Sõlest sild,"ERlA 856, tuntud Lääne- ja Lõuna-Eestis; teisendeid noteeritud vähe.",2,3,
1429,006012002,Silla tegemine,"ERlA 857, lokaalne.",2,3,
1430,006008075,Sepp,,2,3,
1431,006005006,Halb sirp,"ERlA 764, väga populaarne lõikuslaul, levinud laial alal kirdest edelasse, Virust Pärnumaani; seevastu pole tekste noteeritud ei Loode- ega Kagu-Eestis. Liitub eriti tüübiga 763 («Väsinud lõikaja»), 800 («Päid jäänud põllule»), 953 («Vend sepaks»).",2,3,
1432,006008078,"Sepp, tee sirp!",,2,3,
1433,006005020,"Lõpe, põld!",,2,3,
1434,015003014,Sõnad varaste vastu,,2,3,
1435,007003027,Oma ja võõra juures kündmas,"ERlA 1651, Lääne-Eestis tuntud laulutüüp. Väga lähedalt seotud lauludega 1650 ja 3106 («Künd kodus ja mehel»), mida võiks vaadelda kui eriredaktsioone. Laulud on üles ehitatud kontrastile (töötingimuste kujutamisel), kusjuures siin (ja abielulaulus) näidatakse sama tegelast erinevates ",2,3,
1436,006005032,"Põld pikk, ma pisike","ERlA 779, lauluna haruldane, populaarsem lõikuslauludes esineva motiivina (780, 781).",2,3,
1437,006005043,Venna nurmed,"ERlA 749, eriti tuntud Viljandimaal, ulatub ka Järvasse. Populaarne laul. Liitununa on tuntud laiemal alal, liitub enamasti tüüpidega 745, 785, 786 ja 794, harva 790",2,3,
